# ra (deg)
# ___ right ascension (J2000 decimal deg)
# dec (deg)
# ___ declination (J2000 decimal deg)
# err_maj (arcsec)
# ___ Semi-major axis length of the one sigma position uncertainty ellipse
# err_min (arcsec)
# ___ Semi-minor axis length of the one sigma position uncertainty ellipse
# err_ang (deg)
# ___ angle of error ellipse major axis (E of N)
# designation
# ___ source designation formed from sexigesimal coordinates
# j_m (mag)
# ___ J band selected "default" magnitude
# j_cmsig (mag)
# ___ corrected J band photometric uncertainty
# j_msigcom (mag)
# ___ combined (total) J band photometric uncertainty
# j_snr
# ___ J band "scan" signal-to-noise ratio
# h_m (mag)
# ___ H band selected "default" magnitude
# h_cmsig (mag)
# ___ corrected H band photometric uncertainty
# h_msigcom (mag)
# ___ combined (total) H band photometric uncertainty
# h_snr
# ___ H band "scan" signal-to-noise ratio
# k_m (mag)
# ___ K band selected "default" magnitude
# k_cmsig (mag)
# ___ corrected K band photometric uncertainty
# k_msigcom (mag)
# ___ combined (total) K band photometric uncertainty
# k_snr
# ___ K band "scan" signal-to-noise ratio
# ph_qual
# ___ flag indicating photometric quality of source
# rd_flg
# ___ source of JHK "default" mags (AKA "read flag")
# bl_flg
# ___ indicates # JHK components fit simultaneously to source
# cc_flg
# ___ indicates JHK artifact contamination and/or confusion
# ndet
# ___ number of >3-sig. ap. mag measurements, # possible (jjhhkk)
# gal_contam
# ___ flag indicating if src is contaminated by extended source
# mp_flg
# ___ src is positionally associated with an asteroid, comet, etc
# j_h ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
# h_k ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
# j_k ->  Reference:    Input column(s): j_m, h_m, k_m, rd_flg
ra dec Kp j h k
349.061414 -11.866258 9.728717459985292 8.694 8.46 8.408
349.063144 -7.402622 10.56379690797812 9.385 9.049 8.995
349.08465 -9.542616 9.260731379889029 8.363 8.21 8.15
349.086772 -1.218993 10.432564156305215 9.385 9.169 9.091
349.088343 -1.292514 11.330917422206799 9.667 9.148 8.993
349.109046 -7.694347 10.430716817742692 9.457 9.263 9.206
349.11095 -10.785342 10.010199766445666 8.634 8.171 8.095
349.118062 -0.033883 11.341719740452824 10.252 9.994 9.93
349.135211 -0.736651 11.163402907629086 10.108 9.823 9.809
349.137681 -0.73264 9.662214493438597 7.791 7.235 7.047
349.149554 -3.133029 10.906286411984219 9.895 9.711 9.623
349.167446 -5.712881 10.255313535809682 9.474 9.373 9.311
349.184228 -8.198084 10.210395902661329 9.125 8.875 8.806
349.191263 -7.587987 9.082702028864853 7.565 7.077 6.951
349.191881 -3.301167 11.307556766512405 9.308 8.67 8.525
349.204459 -10.855721 11.444788069278944 10.209 9.854 9.772
349.21734 -5.589081 11.45457866370141 10.362 10.103 10.038
349.235966 -2.922193 9.970335149297547 8.222 7.623 7.518
349.236767 -0.463481 11.338842261302316 10.042 9.626 9.557
349.246454 -7.86611 11.45572658044485 10.345 10.063 10.008
349.247789 -0.074047 10.995800208582796 9.966 9.762 9.683
349.252441 -10.948181 11.408412405242185 10.392 10.152 10.117
349.254616 -5.721816 11.155043714583883 9.646 9.146 9.036
349.255969 -3.735151 10.974915391517653 8.945 8.287 8.153
349.263833 -11.738676 10.163137309542874 9.031 8.731 8.678
349.267506 -5.551114 9.918323045933356 8.558 8.138 8.029
349.287043 -1.055016 10.88993661769749 9.35 8.792 8.726
349.287993 -8.124656 11.275481573916245 9.587 9.048 8.904
349.294848 -11.759226 11.147535142746007 9.936 9.612 9.519
349.300815 -6.129702 10.128597597233032 9.17 9.015 8.927
349.310462 -11.76281 11.438084522059317 10.405 10.173 10.12
349.310705 -2.274862 10.50182693910281 9.306 8.954 8.902
349.3367 -3.186078 11.004572151140849 9.827 9.521 9.438
349.345817 -6.111377 9.128124811813692 7.403 6.871 6.707
349.353836 -5.398876 11.03678829155836 9.216 8.67 8.488
349.358063 -3.342621 10.918944997228786 9.835 9.582 9.517
349.359117 -2.054514 11.287706339298673 9.574 8.996 8.882
349.363563 -2.04461 11.401908627293556 10.253 9.938 9.887
349.363712 -6.414078 9.806785801021768 8.409 7.951 7.857
349.371687 -3.699129 10.6942304702298 9.954 9.831 9.807
349.387872 -0.800282 10.452455474619967 9.339 9.082 9.0
349.393005 -0.835103 11.396141275585324 10.33 10.095 10.024
349.393319 -0.833701 11.453716877877671 10.403 10.149 10.107
349.400943 -7.709479 11.462873618741288 10.261 9.956 9.852
349.403127 -7.933547 9.001755998615034 7.574 7.156 7.005
349.404354 -7.860111 11.136002930059359 9.977 9.664 9.603
349.407878 -2.854698 9.917229647098878 8.776 8.468 8.416
349.409071 -2.924328 10.370081583519157 9.225 8.953 8.862
349.444937 -6.475294 10.493978607999999 9.006 8.52 8.406
349.466877 -6.641171 11.178825727844986 10.048 9.767 9.696
349.468238 -5.589595 10.942172988131837 9.652 9.252 9.172
349.475495 -1.726959 10.469842261302317 9.173 8.803 8.688
349.48133 -10.793882 10.070124811813695 8.345 7.832 7.649
349.490633 -0.500173 11.418549135784515 10.168 9.811 9.719
349.491171 -2.616648 10.194950125153435 8.923 8.538 8.457
349.492946 -6.438768 10.983187570588154 9.187 8.594 8.467
349.495406 -0.434056 10.074403108083596 8.485 7.978 7.84
349.49668 -4.074276 10.708564156305213 9.661 9.433 9.367
349.505907 -0.335297 10.723254284179689 9.563 9.239 9.188
349.516252 -3.38102 9.765479942307842 8.599 8.235 8.219
349.516364 -2.928046 10.40287361874129 9.201 8.884 8.792
349.519784 -7.49301 11.193242609753554 9.584 9.098 8.931
349.528099 -2.841777 11.43558676664246 10.54 10.388 10.328
349.540052 -11.307743 11.480286411984219 10.469 10.245 10.197
349.541911 -7.378638 9.073819204347952 6.895 6.28 6.059
349.551859 -2.15856 10.875936617697494 9.336 8.84 8.712
349.554633 -5.147206 11.261726580444845 10.151 9.86 9.814
349.561666 -2.662426 9.587800208582797 8.558 8.349 8.275
349.564216 -10.602107 10.670597953004616 8.856 8.214 8.13
349.564404 -7.865488 11.4977708906081 9.764 9.192 9.065
349.569294 -5.927411 11.423864025549069 9.94 9.401 9.342
349.573535 -6.321191 11.022719740452821 9.933 9.707 9.611
349.578794 -11.206207 10.598403108083597 9.009 8.455 8.364
349.594821 -5.39846 9.584519351200914 8.467 8.152 8.125
349.604928 -10.776781 10.596242440467002 9.415 9.132 9.023
349.621523 -5.715996 11.342901597367346 10.158 9.87 9.763
349.647817 -7.925091 10.890576120523388 9.673 9.325 9.251
349.662406 -1.925767 9.480463350998992 8.85 8.806 8.743
349.67854 -7.156847 11.360788069278945 10.125 9.77 9.688
349.681237 -2.353365 10.960692513141915 10.105 9.959 9.911
349.695369 -6.56972 10.885052641348373 9.749 9.432 9.393
349.705588 -4.205278 10.540642699827737 8.679 8.116 7.938
349.709598 -2.925127 10.828752270162475 9.154 8.647 8.476
349.737678 -7.03744 10.57570202886485 9.058 8.601 8.444
349.74032 -3.9711 11.376836368441488 9.384 8.755 8.603
349.742999 -11.277136 10.948151536731462 9.857 9.612 9.534
349.74516 -6.286449 9.633706339298673 7.92 7.35 7.228
349.745326 -3.75564 9.805772292592769 8.259 7.716 7.632
349.748094 -6.716932 9.060143411545845 8.011 7.801 7.716
349.755984 -9.059749 10.172636729456315 9.606 9.601 9.521
349.757368 -7.839745 10.24318267045716 8.793 8.313 8.212
349.761278 -2.108298 9.813362278064142 8.008 7.474 7.285
349.766009 -10.886225 11.34959241561719 10.066 9.708 9.591
349.773173 -2.398903 10.26381204890377 8.629 8.097 7.966
349.776075 -3.964289 11.103067893167474 9.554 9.026 8.926
349.784214 -3.623114 9.274445622619249 8.141 7.802 7.787
349.791163 -8.690847 10.491635626755556 9.344 9.031 8.979
349.792325 -6.345816 10.315716877877671 9.265 9.054 8.969
349.796495 -2.67526 9.856917249697988 8.371 7.877 7.772
349.842047 -8.870424 10.399283231437408 9.311 9.087 8.99
349.850836 -1.794531 11.377177450520403 9.844 9.331 9.223
349.853572 -6.212798 10.385215913281158 8.732 8.206 8.062
349.856139 -5.838905 10.38883644934516 9.381 9.131 9.111
349.867946 -1.678785 11.350512547134084 10.39 10.218 10.146
349.873555 -7.635726 10.725992028941025 9.965 9.886 9.81
349.878299 -4.025276 10.9512789279015 9.064 8.465 8.315
349.891554 -8.760458 10.812001165023437 9.718 9.442 9.393
349.902493 -0.765558 11.183649557583554 10.11 9.873 9.799
349.907567 -10.846135 11.166298019084568 10.458 10.307 10.323
349.914053 -10.793244 10.753849984363143 9.465 9.091 8.986
349.914518 -6.029241 10.738344296192778 9.702 9.469 9.415
349.918767 -2.055485 10.959254284179687 9.799 9.511 9.424
349.934761 -1.574784 9.570372027815264 8.019 7.46 7.39
349.935132 -2.935653 10.96109090329934 9.652 9.285 9.158
349.937079 -1.710076 10.203675073474098 8.666 8.143 8.043
349.941542 -10.714295 11.199813981701123 10.085 9.818 9.745
349.953653 -6.691969 11.015901597367346 9.831 9.518 9.436
349.961202 -2.968347 11.324562807802305 10.245 10.009 9.93
349.963647 -2.354325 9.69651865321923 8.196 7.719 7.59
349.964908 -3.853922 11.047765687136481 9.858 9.527 9.459
349.969296 -7.094072 10.298402907629084 9.243 9.046 8.944
349.976193 -7.367491 10.52581398170112 9.411 9.146 9.071
349.995443 -10.66135 11.211774726816536 9.955 9.578 9.501
350.004729 -6.70217 10.742683930702565 9.502 9.139 9.061
350.013524 -1.604929 9.056920708110193 7.435 6.9 6.777
350.019466 -3.007644 11.42451647665044 10.282 10.008 9.921
350.023796 -1.673706 10.74397907617939 9.698 9.487 9.405
350.031019 -11.294592 11.220020319753372 10.04 9.708 9.649
350.044325 -2.206709 11.481020319753373 10.301 10.005 9.91
350.047069 -3.748461 11.142356099799605 10.033 9.757 9.697
350.059185 -3.213659 10.830356099799605 9.721 9.473 9.385
350.097305 -2.916455 9.239274905687882 8.348 8.185 8.138
350.097961 -3.354091 9.415254284179689 8.255 7.961 7.88
350.106054 -1.251657 9.738492749603807 8.339 7.881 7.786
350.110835 -10.821456 9.64809302315944 8.536 8.251 8.198
350.127468 -7.488516 10.729188531234122 9.688 9.464 9.398
350.139834 -1.726028 10.61409211367472 9.536 9.32 9.222
350.143632 -6.610471 9.748944997228783 8.665 8.355 8.347
350.146393 -4.00336 11.252579797829439 10.213 9.953 9.924
350.147119 -8.551321 9.418038160624592 8.358 8.156 8.056
350.151984 -9.675963 10.444825727844986 9.314 9.051 8.962
350.155689 -4.986743 10.773825727844986 9.643 9.361 9.291
350.157324 -7.231283 11.20093989922058 10.061 9.772 9.702
350.16117 -2.445182 11.366297204569966 9.564 8.987 8.842
350.190543 -3.876074 10.777994988985864 9.558 9.201 9.134
350.205323 -8.682249 11.32825199908134 9.637 9.051 8.953
350.205704 -3.443292 10.602901597367346 9.418 9.098 9.023
350.214958 -10.880264 10.715367998140803 9.096 8.554 8.439
350.217155 -0.110602 10.16873206114616 8.693 8.195 8.099
350.232475 -1.83602 10.222774529016139 8.759 8.291 8.171
350.245656 -9.023332 11.376602839015323 10.27 9.981 9.936
350.249253 -2.478677 9.916854165457277 8.598 8.203 8.097
350.256374 -8.501526 9.578317040766276 8.156 7.747 7.59
350.262223 -2.283514 9.868384463113443 8.88 8.734 8.621
350.271514 -6.840089 11.278616073763288 10.084 9.798 9.681
350.281621 -1.597229 11.34000473721684 9.513 8.935 8.783
350.296908 -1.595692 11.022489830627837 8.702 8.128 7.822
350.300479 -7.13395 11.32287361874129 10.121 9.8 9.712
350.31333 -3.044728 9.941783057966596 7.733 7.088 6.888
350.32076 -11.02044 11.415732656783275 9.809 9.33 9.157
350.330862 -3.742053 11.349818915386596 9.868 9.413 9.271
350.332132 -3.40257 10.485489207720326 9.403 9.176 9.086
350.350882 -2.46857 11.035545593428175 8.807 8.122 7.956
350.35133 -1.93439 10.957791298866713 9.915 9.655 9.624
350.355474 -1.297431 10.850884841587233 9.728 9.47 9.382
350.359554 -8.883583 10.627572136612343 9.566 9.296 9.263
350.374154 -3.329132 10.453827156003841 9.429 9.206 9.149
350.382185 -2.65722 11.371046924321378 10.023 9.588 9.502
350.386625 -8.849441 10.051738460124998 8.45 7.949 7.8
350.393932 -3.540001 10.776441508092654 9.674 9.443 9.343
350.414267 -3.187133 10.176966852175285 9.25 9.034 9.023
350.434833 -8.864132 11.408684703592844 9.855 9.32 9.225
350.468867 -4.863788 11.214372528683263 9.843 9.371 9.307
350.471251 -0.139171 11.304305771898662 9.808 9.325 9.204
350.488151 -4.958205 10.212647182512768 9.074 8.8 8.716
350.490068 -10.330046 11.312242609753548 9.703 9.13 9.05
350.496034 -8.766145 10.830020942541198 9.267 8.727 8.633
350.521858 -8.240586 9.866278927901494 7.979 7.411 7.23
350.52914 -0.066244 10.672668415999997 8.936 8.402 8.236
350.532202 -9.370864 11.15039706147438 9.737 9.254 9.176
350.536474 -6.899989 11.067549135784516 9.817 9.455 9.368
350.545334 -3.028263 10.803990545943279 8.73 8.12 7.925
350.565706 -8.056239 9.144968611336745 7.708 7.217 7.134
350.587034 -10.352388 10.285119095322637 9.099 8.804 8.703
350.594804 -6.483262 11.268384463113438 10.28 10.073 10.021
350.603444 -6.972948 9.25544684297001 8.104 7.795 7.736
350.610835 -9.590807 10.969979076179387 9.924 9.699 9.631
350.615185 -0.247164 10.383955863712028 9.437 9.251 9.2
350.633862 -6.615836 11.308770695907798 10.315 10.119 10.053
350.64225 -3.563804 10.50212936121824 9.27 8.941 8.836
350.643189 -4.733058 10.569051043021133 9.634 9.435 9.403
350.652089 -9.546101 10.839445449217505 9.808 9.609 9.524
350.658196 -10.474906 11.084623655385776 10.02 9.773 9.715
350.665711 -3.277967 10.085955863712028 9.139 8.945 8.902
350.67135 -0.845291 10.34731757132288 9.083 8.695 8.623
350.671812 -2.231146 11.444034088232373 10.099 9.687 9.58
350.679238 -8.745789 10.854944997228786 9.771 9.483 9.453
350.682902 -5.122645 11.001561490800238 9.351 8.844 8.682
350.706296 -5.107344 11.45651647665044 10.314 9.997 9.953
350.706715 -5.036413 9.278532824668158 8.366 8.164 8.146
350.708455 -9.642181 9.393318247112592 7.724 7.186 7.048
350.734445 -5.868946 10.609327450017124 9.612 9.387 9.348
350.734967 -1.848606 11.475426306616903 10.304 10.026 9.92
350.738669 -4.608552 10.484192349942482 9.314 8.974 8.931
350.739283 -4.633644 10.83619237494612 9.644 9.298 9.243
350.743587 -3.545746 10.183719197272211 8.71 8.234 8.117
350.753182 -3.684218 11.02468394881335 9.745 9.349 9.273
350.768449 -3.348194 11.1594045706309 9.966 9.657 9.564
350.774338 -6.980711 11.15639706147438 9.743 9.245 9.182
350.794906 -9.588254 10.687832466516534 9.591 9.373 9.264
350.799156 -0.836701 11.238761126093026 9.627 9.104 8.973
350.804625 -3.621657 10.52842202102996 8.993 8.485 8.371
350.807272 -2.267037 11.11951647665044 9.977 9.665 9.616
350.825441 -8.469264 9.441474833249144 8.609 8.431 8.425
350.831463 -8.516499 9.710001574310539 8.697 8.515 8.424
350.846035 -2.946864 10.896839405316262 9.672 9.364 9.244
350.861832 -8.882419 9.033137309542873 7.901 7.614 7.548
350.872046 -5.312755 11.000781898642648 9.521 9.048 8.925
350.879345 -6.00349 11.15571930845698 9.47 8.853 8.788
350.909606 -9.877739 10.767887539546807 9.248 8.715 8.633
350.91652 -1.189307 10.780030561585319 9.086 8.524 8.401
350.941254 -1.071174 10.238583670777155 8.809 8.331 8.239
350.942073 -10.628508 11.463199766445666 10.087 9.651 9.548
350.955142 -4.636461 11.385372027815261 9.834 9.316 9.205
350.96584 -1.05173 10.605445449217505 9.574 9.332 9.29
350.97572 -7.769373 10.271114216121832 9.505 9.398 9.348
350.982818 -10.402277 10.384235477234139 9.229 8.981 8.858
351.001595 -4.289623 11.259034088232372 9.914 9.489 9.395
351.011783 -1.272758 10.791675073474092 9.254 8.768 8.631
351.03823 -10.281129 10.886961795498014 9.3 8.764 8.656
351.041992 -5.744222 9.388351446622378 8.251 7.878 7.894
351.059062 -6.285361 10.128884064960676 8.554 8.078 7.915
351.083338 -9.728859 10.274043714583883 8.765 8.209 8.155
351.083435 -6.235011 9.968823826536521 8.352 7.79 7.696
351.084459 -3.187276 11.259061334207882 9.493 8.883 8.783
351.095284 -4.396238 9.837215913281154 8.184 7.646 7.514
351.095551 -1.15255 10.875246975680463 9.677 9.372 9.271
351.102395 -8.042256 11.141508291908712 8.946 8.276 8.105
351.110793 -5.199081 9.451384463113438 8.463 8.239 8.204
351.121282 -9.633271 9.483853008847252 7.892 7.383 7.246
351.143301 -6.422111 11.063254284179688 9.903 9.552 9.528
351.148366 -6.41873 9.922617263856457 9.008 8.863 8.787
351.157935 -4.733422 10.284229647098883 9.143 8.85 8.783
351.162862 -8.898936 9.702562807802305 8.623 8.328 8.308
351.166126 -5.413437 9.874151536731462 8.783 8.536 8.46
351.178624 -6.382448 11.023320883837943 10.059 9.855 9.813
351.184322 -10.112238 10.780961795498014 9.194 8.671 8.55
351.184438 -6.01196 9.998822102070013 9.215 9.094 9.051
351.189077 -2.644141 11.354311496495729 9.76 9.237 9.113
351.196145 -0.594112 10.766719740452821 9.677 9.417 9.355
351.229571 -2.517052 11.276206663085937 9.734 9.205 9.109
351.230484 -9.948659 10.8622695233186 9.883 9.672 9.629
351.239266 -8.170559 10.870160433204676 9.801 9.582 9.493
351.242209 -10.267888 11.379395256815663 10.11 9.715 9.646
351.247969 -7.718851 10.738307802712997 8.583 7.945 7.754
351.259945 -3.111341 9.724445622619246 8.591 8.333 8.237
351.291146 -0.996427 10.964195762499463 9.453 8.997 8.842
351.297583 -1.417756 10.491318247112588 8.822 8.255 8.146
351.308356 -2.675352 9.515113078578981 7.945 7.405 7.308
351.309031 -4.565691 9.764648744500072 8.122 7.594 7.456
351.310694 -11.240413 11.2662387831842 10.101 9.829 9.722
351.323188 -5.549551 10.531999057228987 8.804 8.22 8.107
351.33262 -0.513845 11.148519351200914 10.031 9.741 9.689
351.342776 -10.054081 10.684791298866713 9.642 9.425 9.351
351.363681 -4.456752 11.440493578884546 10.284 9.975 9.912
351.367533 -2.661453 10.883864025549073 9.4 8.898 8.802
351.373429 -4.232629 11.45807509341633 9.671 9.156 8.954
351.373536 -2.928577 11.13283644934516 10.125 9.906 9.855
351.384171 -6.612834 10.751441508092654 9.649 9.367 9.318
351.392012 -6.009883 9.653480360531091 8.632 8.403 8.354
351.399082 -4.256455 11.327426306616903 10.156 9.815 9.772
351.400099 -5.697045 10.103248624864689 8.79 8.397 8.293
351.402103 -8.561134 9.671415936484056 8.449 8.12 8.023
351.40371 -0.349507 11.318104937488261 9.736 9.226 9.094
351.413844 -6.270746 11.047463324195343 9.865 9.576 9.472
351.421407 -3.065602 10.675286411984219 9.664 9.442 9.392
351.424405 -8.52263 11.049717459985292 10.015 9.766 9.729
351.427715 -1.410036 11.433718590277673 9.141 8.415 8.27
351.428508 -7.829406 9.303018984000001 7.246 6.627 6.446
351.431829 -5.210479 10.423785322519755 9.205 8.899 8.782
351.444972 -2.801232 11.029441508092654 9.927 9.653 9.596
351.449526 -5.099538 9.290800438525439 8.147 7.855 7.785
351.451062 -4.40948 11.272965064197141 10.235 9.98 9.947
351.46263 -5.024819 9.874231272107304 8.27 7.724 7.619
351.465374 -6.191893 10.49282693910281 9.297 8.968 8.893
351.467755 -10.99905 10.375727468243097 8.957 8.509 8.393
351.47006 -8.275111 11.277884841587232 10.155 9.876 9.809
351.483692 -8.574576 10.19021401907885 8.436 7.85 7.73
351.485221 -1.340519 9.897028046410055 8.257 7.697 7.592
351.49661 -9.657218 10.192884064960676 8.618 8.088 7.979
351.505883 -4.867311 10.878675435814893 9.922 9.696 9.68
351.519892 -1.486582 11.420518635918556 10.0 9.554 9.435
351.521084 -6.122163 9.957283775002011 8.433 8.012 7.816
351.533168 -0.238156 10.275081450595053 8.753 8.225 8.137
351.545889 -0.732949 11.46112006844381 10.252 9.925 9.837
351.547287 -1.132402 10.613489207720326 9.531 9.292 9.214
351.554612 -0.50523 9.348740457304935 7.781 7.245 7.145
351.561348 -9.422959 11.422750716644028 10.288 10.032 9.933
351.563933 -11.64007 11.220493578884545 10.064 9.778 9.692
351.571468 -11.631985 10.17691259253799 8.969 8.595 8.555
351.609563 -3.971367 11.415742851575317 10.203 9.89 9.785
351.612355 -1.117187 11.229575326715867 10.243 10.041 9.985
351.615432 -8.595123 10.981018983999995 8.924 8.279 8.124
351.619551 -0.826906 11.055825727844987 9.925 9.685 9.573
351.628162 -4.636092 9.614717459985288 8.58 8.383 8.294
351.645796 -8.341975 11.197186720634884 10.207 9.957 9.947
351.662981 -4.336506 11.49152907187413 9.907 9.424 9.264
351.668397 -3.864081 11.104567335744154 9.87 9.517 9.434
351.686081 -6.215803 11.43005222343209 10.204 9.893 9.775
351.691076 -9.881362 10.871864025549073 9.388 8.89 8.79
351.695236 -8.81625 10.014408089260279 8.516 7.994 7.911
351.705505 -11.7254 10.301616368039767 9.225 8.973 8.912
351.711839 -5.284294 11.016683025088357 9.833 9.51 9.439
351.711917 -11.87071 10.146025539228756 8.755 8.375 8.207
351.715537 -11.532857 9.64808145059505 8.126 7.648 7.51
351.718866 -0.482373 11.188219599013273 9.831 9.423 9.304
351.71911 -1.990226 10.744668415999996 9.008 8.418 8.308
351.730614 -8.853491 11.461510828119206 10.332 10.047 9.981
351.735551 -0.976883 10.224084522059318 9.191 8.972 8.906
351.739815 -5.697885 11.23704238725011 9.921 9.509 9.422
351.744496 -0.722821 11.39982693910281 10.204 9.867 9.8
351.76631 -0.663887 11.471241355151934 10.373 10.115 10.045
351.768187 -8.985756 9.92098212340031 8.929 8.765 8.668
351.768446 -11.470697 11.311797885467438 10.533 10.432 10.371
351.77 -1.286352 10.010534055749606 7.984 7.379 7.193
351.784163 -0.815418 9.825074178554878 7.902 7.353 7.142
351.790301 -5.591939 9.729516246728705 8.455 8.103 7.987
351.793657 -4.501296 10.971392237125 9.577 9.115 9.027
351.829538 -5.543305 10.418344296192775 9.382 9.169 9.095
351.829663 -0.24416 11.352878732730176 9.697 9.193 9.026
351.830239 -12.196131 9.471219343139841 7.791 7.218 7.111
351.845758 -3.719551 10.991048120218185 9.501 9.012 8.9
351.852756 -4.490464 11.226740457304938 9.659 9.132 9.023
351.854609 -9.776659 9.404561490800235 7.754 7.201 7.085
351.855524 -9.403969 9.638415810739964 8.001 7.427 7.337
351.858085 -8.93142 11.244450011116182 9.881 9.478 9.35
351.858659 -12.154792 10.647384463113443 9.659 9.474 9.4
351.862819 -1.030828 11.292719197272211 9.819 9.306 9.226
351.869024 -0.484121 10.29531704076627 8.873 8.391 8.307
351.886883 -1.332881 11.433750716644026 10.299 9.997 9.944
351.887174 -8.276142 10.870623655385776 9.806 9.541 9.501
351.910026 -1.523134 10.882770695907798 9.889 9.714 9.627
351.912797 -11.289815 10.554450011116183 9.191 8.752 8.66
351.914967 -8.750695 11.231283231437411 10.143 9.883 9.822
351.915015 -1.887698 10.291878732730176 8.636 8.086 7.965
351.917349 -1.865408 9.685648744500071 8.043 7.512 7.377
351.926848 -1.499007 11.167179015536304 10.017 9.71 9.65
351.944377 -1.951981 9.869494280224519 8.297 7.778 7.659
351.947782 -2.00464 11.483545729212297 10.358 10.122 10.01
351.968266 -1.680348 11.245335573311264 10.058 9.77 9.661
351.969008 -0.942179 11.202108132596214 10.184 9.949 9.908
351.980607 -5.483677 9.823143411545846 8.774 8.541 8.479
351.993125 -2.70395 10.584377443790185 8.748 8.166 8.015
352.006212 -5.705231 10.004674041166588 8.444 7.891 7.811
352.011734 -0.265692 11.450884841587232 10.328 10.076 9.982
352.027095 -1.37178 10.547778569223865 8.951 8.438 8.303
352.043403 -7.517573 9.431551085754691 8.243 7.979 7.845
352.045469 -5.142326 9.54161636803977 8.465 8.239 8.152
352.048267 -1.362865 11.046643931408795 9.117 8.515 8.355
352.051559 -0.196934 10.81307267293639 8.847 8.224 8.074
352.06293 -2.09702 11.398367327709716 10.182 9.836 9.761
352.084148 -5.293061 11.101023777979476 10.17 9.984 9.941
352.098577 -0.628424 11.459635626755556 10.312 9.997 9.947
352.122074 -1.722117 10.889445449217506 9.858 9.6 9.574
352.124482 -9.252238 10.87103816062459 9.811 9.579 9.509
352.138133 -0.996675 9.952269523318604 8.973 8.735 8.719
352.139382 -6.999101 9.275481948856234 7.651 7.135 6.992
352.143201 -8.528718 9.063836449345159 8.056 7.879 7.786
352.15483 -10.648183 11.016519351200909 9.899 9.637 9.557
352.158473 -0.58606 11.47846332419534 10.296 9.966 9.903
352.160901 -4.283113 9.045206663085938 7.503 6.997 6.878
352.162119 -4.456708 9.818092113674721 8.74 8.461 8.426
352.163069 -9.256769 11.314344296192779 10.278 10.071 9.991
352.165015 -1.141343 11.437851214952357 10.171 9.759 9.709
352.177484 -1.74117 11.148713577935613 9.841 9.432 9.348
352.197991 -1.416327 11.318649557583553 10.245 10.03 9.934
352.19873 -11.743533 9.956648744500072 8.314 7.75 7.648
352.203512 -0.499538 11.164248624864694 9.851 9.425 9.354
352.203651 -3.865522 11.2583560997996 10.149 9.875 9.813
352.209332 -11.175024 9.757851828125 8.786 8.6 8.536
352.210896 -4.543576 11.391738460124996 9.79 9.263 9.14
352.212363 -10.456494 11.404254284179688 10.244 9.933 9.869
352.2164 -5.708044 11.072148767600762 10.044 9.862 9.762
352.216787 -4.090134 10.566327450017129 9.569 9.341 9.305
352.217589 -12.423486 11.284135529667457 10.209 9.962 9.897
352.228646 -0.041112 9.752796036399534 7.833 7.258 7.074
352.231276 -7.822016 10.914481573916252 9.226 8.662 8.543
352.234139 -9.159033 10.599953583999998 9.543 9.321 9.243
352.236437 -11.347776 11.10383644934516 10.096 9.853 9.826
352.245736 -0.524589 10.160740457304936 8.593 8.115 7.957
352.247747 -7.38452 11.295129361218244 10.063 9.708 9.629
352.256489 -4.280844 11.198901744818883 9.914 9.569 9.438
352.258508 -1.818386 11.327242609753554 9.718 9.218 9.065
352.288903 -2.167483 10.570407038237244 8.825 8.208 8.122
352.305046 -4.872921 11.227535662354175 9.967 9.616 9.51
352.318068 -10.467754 10.48397502200916 9.33 8.652 8.96
352.318356 -10.466718 10.151352172057585 8.762 8.328 8.215
352.337253 -12.75332 11.399832466516536 10.303 10.083 9.976
352.363676 -10.908497 10.58408145059505 9.062 8.564 8.446
352.364075 -0.976139 11.4032199665345 10.298 10.034 9.965
352.369713 -7.809957 9.465791298866716 8.423 8.202 8.132
352.37352 -6.840304 11.021282656672547 8.893 8.21 8.072
352.382643 -9.092844 10.48777229259277 8.941 8.441 8.314
352.397825 -10.317921 10.997051712250874 9.37 8.849 8.71
352.401074 -12.365665 9.870819204347956 7.692 7.047 6.856
352.406383 -1.705067 9.91129720456997 8.109 7.539 7.387
352.407487 -9.008309 10.883632982960373 10.08 9.989 9.908
352.416128 -12.727951 10.99997502200916 9.846 9.524 9.476
352.416694 -5.386901 10.2112199665345 9.106 8.84 8.773
352.424312 -11.892589 9.675335149297549 7.927 7.363 7.223
352.426733 -10.768449 9.441214019078853 7.687 7.106 6.981
352.428681 -1.476931 10.763051043021132 9.828 9.659 9.597
352.431386 -4.745364 10.939137309542874 9.807 9.549 9.454
352.436416 -1.95061 11.18857215114085 10.011 9.687 9.622
352.438602 -11.75875 11.355545729212297 10.23 10.006 9.882
352.44021 -12.249182 10.847551733308315 8.512 7.814 7.627
352.440428 -7.347661 11.481479942307839 10.315 10.022 9.935
352.440875 -11.947328 9.906407038237244 8.161 7.595 7.458
352.445342 -7.99541 10.82525199908134 9.134 8.549 8.45
352.445374 -9.257056 9.737289747636964 8.533 8.228 8.122
352.445577 -5.806806 11.307104937488258 9.725 9.188 9.083
352.451826 -10.388839 11.343395902661326 10.258 9.943 9.939
352.452896 -5.529313 10.891775846650567 9.522 9.153 8.987
