ra dec Kp
183.648835 -8.9846 11.49
183.6573 -8.990056 7.97
183.661172 -6.682068 9.07
183.666786 -10.066208 11.56
183.680007 -8.864373 11.95
183.687721 -3.1722 11.45
183.690069 -1.661493 10.99
183.700129 -7.519045 11.71
183.716164 -10.400532 8.68
183.719682 -10.042127 9.42
183.728128 -4.169897 10.62
183.730107 -8.71481 11.88
183.731156 -7.086682 11.92
183.732675 -3.441913 11.68
183.73498 -0.29853 11.61
183.73541 -0.854027 11.58
183.737318 -8.622444 9.37
183.738063 -0.181811 11.41
183.747783 -2.915542 11.77
190.512431 0.495241 8.26
190.525398 1.986317 11.62
190.533807 1.652125 11.71
190.549267 1.60144 11.42
190.598931 1.615888 9.1
190.604973 1.196245 11.29
190.621573 1.32907 8.72
190.636282 0.382617 11.77
190.656448 0.411865 11.54
190.657202 1.625224 9.72
190.658415 0.485829 11.66
190.694017 0.158556 11.36
190.722067 1.826515 10.84
190.763462 1.772036 11.69
190.767556 1.023028 10.56
190.783849 0.261371 10.88
190.788243 1.3e-05 10.82
190.788717 1.215123 11.62
190.799734 0.94703 9.98
190.822289 1.014993 11.54
190.8541 1.148391 9.09
190.877036 0.812716 9.3
190.904062 2.162273 9.76
190.904262 2.163404 8.74
190.905295 1.276177 10.97
190.909371 1.785187 10.43
183.750118 -1.326579 7.4
183.751249 -0.660966 8.67
183.752259 -5.888654 11.78
183.755028 -8.350354 11.92
183.7583 -1.320934 11.74
183.758753 -2.488323 9.76
183.759808 -6.738812 11.95
183.766578 -0.57004 9.99
183.76721 -5.84406 10.38
183.767557 -6.721829 12.0
183.775476 -7.257376 8.03
183.777436 -7.257315 7.82
183.778144 -9.25773 11.15
183.781673 -9.451457 11.99
183.784545 -7.283788 10.22
183.788209 -9.440661 10.5
183.793961 -10.312223 6.18
183.794102 -7.43882 11.4
183.798666 -10.039816 11.88
183.807239 -9.45642 11.95
183.808591 -8.467391 9.38
183.811044 -5.981222 11.97
183.811577 -3.551188 11.37
183.820568 -0.425897 10.96
183.826608 -2.624546 10.86
183.829092 -6.969033 11.23
183.829957 -2.432568 11.89
183.83201 -1.597039 11.16
183.837187 -1.762925 11.39
183.842772 -1.092269 9.63
183.846524 -6.268241 11.48
183.850677 -0.266745 9.2
183.851185 -7.12671 11.28
183.85237 -6.981455 9.77
190.948211 1.813248 10.64
190.948633 0.661647 10.03
190.959452 0.815754 9.74
190.959544 1.784407 11.92
191.05098 2.208096 11.88
191.054456 1.206269 10.17
191.058554 1.966701 11.99
191.08516 0.061756 11.55
191.095695 1.782764 11.52
191.1058 0.536736 7.25
191.131907 1.184745 11.97
191.135405 0.598765 10.77
191.174477 1.386628 10.21
191.197276 0.155765 11.69
191.22657 0.331414 10.26
191.262071 2.140845 11.67
191.266053 1.489487 11.94
191.266189 1.935538 9.1
191.272173 1.569639 11.85
191.27582 1.168501 11.81
191.319136 0.727924 11.48
191.330997 0.025918 11.07
191.338021 0.126076 10.66
191.343108 1.475252 10.57
191.34956 0.306461 11.51
191.353917 1.359376 10.75
183.857972 -9.708717 11.58
183.861378 -3.397266 11.6
183.869932 -8.543994 10.94
183.872879 -0.551857 11.26
183.874729 -3.226224 11.29
183.8859 -9.229836 11.46
183.889358 -5.934785 8.64
183.891241 -1.019787 11.18
183.89417 -8.174192 10.78
183.89765 -2.792927 9.71
183.906742 -2.326652 11.96
183.91374 -10.274692 7.33
183.917477 -6.001158 10.9
183.918796 -2.848635 11.56
183.921496 -1.305896 10.82
183.925799 -8.57644 8.56
183.930706 -1.144374 11.97
183.952004 -6.403073 10.39
183.960728 -6.357418 10.98
183.963347 -2.527958 11.88
183.967376 -7.040935 11.44
183.968866 -2.40147 11.28
183.96985 -6.160419 7.35
183.981968 -9.212207 8.81
183.984739 -2.743588 11.6
183.991737 -2.349939 11.7
183.992629 -10.261985 11.88
191.425935 1.10834 11.14
191.4334 1.381383 10.41
191.444869 1.453816 10.29
191.504555 0.267956 11.74
191.511507 0.13619 11.87
191.566534 1.557461 11.94
191.568578 0.739463 10.91
191.611792 1.748548 10.96
191.694524 1.696123 11.63
191.774369 1.480575 9.06
184.00014 -4.195714 11.89
184.015275 -9.839402 11.95
184.015386 -6.237193 11.53
184.025876 -7.465734 8.92
184.030393 -0.980247 11.31
184.032493 -10.337816 9.25
184.038288 -6.991838 11.83
184.041018 -8.597137 10.67
184.043593 -1.760356 10.03
184.045954 -1.311892 10.63
184.046899 -4.155554 11.49
184.047488 -4.041382 11.27
184.061258 -6.190139 10.61
184.064134 -10.018354 11.2
184.066464 -5.667025 10.53
184.067273 -4.451911 7.95
184.069488 -3.235549 7.65
184.073223 -8.943403 11.2
184.081558 -3.73441 10.42
184.086259 -8.254479 10.84
184.089604 -3.694882 11.11
184.090192 -7.531885 7.63
184.093582 -5.845773 7.38
184.095106 -6.632579 9.9
184.102436 -4.640862 11.52
184.104082 -9.515894 11.52
184.115445 -5.693352 10.45
184.117059 -8.861058 11.34
184.119411 -8.99279 11.16
184.126429 -9.808648 10.9
184.132796 -7.660907 11.95
184.144297 -8.538615 11.0
184.151456 -6.127624 11.76
184.1539 -6.837801 9.08
184.160553 -4.557419 11.53
184.163347 -7.623664 10.11
184.166231 -0.563987 11.65
184.168947 -9.126377 9.17
184.176631 -8.336789 10.44
184.17931 -3.227615 11.11
184.183692 -2.739569 7.82
184.188626 -1.696113 11.54
184.189333 -5.348593 10.96
184.192956 -4.062189 11.74
184.194142 -3.328673 11.91
184.206468 -5.575089 8.59
184.216662 -8.438303 11.08
184.226408 -0.953434 10.59
184.226554 -3.78582 11.57
184.240205 -6.39034 10.94
184.248234 -8.220894 10.88
184.253011 -0.704111 10.81
184.259827 -7.315192 9.37
184.261248 -8.318598 10.82
184.262291 -4.250885 9.86
184.279876 -0.30002 11.19
184.2806 -6.820188 11.82
184.280844 -2.835359 10.87
184.293448 -6.140829 11.96
184.300481 -0.513956 11.11
184.319712 -0.712867 10.57
184.327432 -5.491211 11.74
184.349014 -0.412694 11.74
184.350533 -0.011019 9.65
184.355547 -3.301401 8.83
184.362844 -0.027752 11.09
184.365597 -1.900952 11.91
184.375788 -0.062314 11.34
184.403235 -2.46175 11.42
184.408613 -1.612898 11.72
184.409711 -7.556338 10.85
184.411421 -2.696149 9.94
184.413256 -4.423481 9.9
184.421302 -1.915739 10.44
184.427863 -6.299007 9.5
184.429028 -7.570871 9.14
184.441558 -3.38284 11.92
184.463296 -0.012815 11.3
184.466459 -4.326014 11.58
184.472474 -6.431109 7.95
184.477745 -7.677632 11.52
184.490038 -5.468339 11.92
184.492724 -7.156066 11.81
184.499309 -2.484131 10.73
184.508185 -7.371169 10.33
184.509225 -4.050356 11.21
184.510605 -4.253022 11.2
184.511758 -1.823848 8.1
184.520231 -4.461596 11.69
184.521921 -3.828118 10.47
184.523818 -5.932938 11.79
184.52704 -10.408271 10.06
184.530645 -0.862286 11.58
184.538322 -3.954178 7.11
184.53834 -4.551342 10.5
184.538967 -1.167287 10.19
184.539842 -3.948805 6.79
184.54231 -4.118448 11.96
184.544975 -3.030839 9.81
184.561466 -2.66933 11.16
184.57342 -6.486268 10.95
184.586173 -6.169961 10.61
184.591805 -5.672281 10.84
184.596172 -1.219034 11.72
184.631204 -4.797412 11.85
184.639903 -4.068228 9.06
184.64046 -4.460441 11.4
184.643465 -3.02229 7.76
184.645368 -6.42313 11.76
184.658947 -3.777677 11.2
184.673522 -9.831896 11.85
184.676468 -3.599833 9.28
184.680292 -9.638782 10.87
184.687203 -10.619008 9.51
184.693753 -1.839135 11.79
184.700504 -1.405595 11.6
184.70637 -0.112388 9.45
184.708558 -9.776074 9.8
184.711215 -0.15646 11.61
184.716687 -9.615945 10.8
184.716902 -1.775801 11.98
184.721927 -4.444086 11.82
184.744062 -9.025246 9.39
184.750653 -9.369565 9.46
184.759916 -5.889618 10.69
184.787971 -4.852823 11.45
184.788014 -4.003943 11.59
184.788863 -4.463948 11.95
184.78889 -3.470507 11.9
184.790136 -4.749153 11.98
184.799907 -1.501233 10.6
184.806224 -3.319781 8.03
184.807571 -0.597941 9.41
184.809451 -0.138341 10.39
184.821609 -3.298948 10.1
184.823687 -4.67574 11.47
184.826825 -8.840479 10.56
184.830787 -2.820915 11.21
184.833416 -8.986644 11.24
184.83412 -8.914662 6.9
184.83639 -3.732895 11.95
184.838954 -3.356434 11.67
184.839102 -3.425839 11.89
184.842987 -10.530734 11.07
184.845126 -0.678359 11.81
184.845287 -3.000392 11.55
184.845348 -1.856784 11.96
184.854621 -9.046577 11.01
184.86571 -4.14843 11.51
184.867591 -10.190879 9.25
184.872237 -3.544399 10.93
184.873376 -4.432018 11.93
184.874543 -0.645822 11.8
184.883747 -9.067216 10.14
184.884202 -8.920728 10.82
184.884278 -4.542429 10.39
184.901712 -10.171993 10.32
184.911502 -3.772581 11.31
184.91224 -1.511148 11.85
184.930894 -3.176953 11.11
184.942025 -9.920104 11.12
184.945782 -9.289767 10.92
184.999766 -10.660596 11.82
185.011411 -7.643886 11.64
185.013878 -3.574366 11.51
185.017459 -2.840919 11.72
185.023451 -3.06293 11.52
185.026462 -2.651319 10.72
185.033266 -8.89836 11.92
185.034478 -9.66679 11.31
185.034665 -2.666879 11.95
185.03522 -2.529506 10.57
185.036 -8.706032 10.38
185.03602 -1.873713 11.88
185.05863 -3.464276 10.3
185.06325 -0.144567 8.5
185.063687 -2.762781 11.92
185.065627 -7.821957 9.44
185.080777 -3.00048 10.52
185.08089 -9.056685 10.99
185.084631 -9.296267 11.82
185.090881 -2.923835 11.5
185.094898 -8.381694 10.89
185.095979 -1.801576 10.84
185.107052 -3.175609 11.99
185.108405 -7.613608 8.98
185.12056 -8.487706 10.23
185.126508 -0.809177 11.94
185.135844 -3.316153 11.74
185.138356 -2.829118 9.92
185.14188 -0.265205 10.54
185.144982 -0.285972 10.38
185.16147 -1.670571 10.69
185.169701 -1.125404 9.93
185.171393 -9.626302 10.16
185.173226 -9.10067 11.93
185.176619 -9.014381 11.84
185.183009 -9.408984 11.59
185.183311 -2.075417 11.74
185.191345 -10.739998 11.44
185.209137 -6.13593 10.68
185.211032 -9.012885 11.95
185.221946 -0.418384 11.8
185.224398 -0.224428 10.02
185.226908 -1.201232 11.88
185.250282 -1.643003 11.18
185.254817 -6.523946 10.37
185.256321 -1.517884 11.6
185.257401 -7.076291 11.55
185.257604 -1.519162 11.9
185.271238 -2.005442 10.79
185.285031 -8.98832 9.05
185.291539 -6.03999 11.19
185.292589 -0.243043 11.8
185.294368 -5.808323 11.31
185.301607 -1.893968 10.97
185.301935 -10.749083 9.33
185.303494 -8.556034 11.94
185.306148 -10.282008 11.29
185.316445 -0.649529 9.88
185.318406 -0.251679 9.68
185.334557 -2.042823 11.77
185.337057 -5.916365 10.51
185.345462 -7.781284 10.78
185.347101 -6.36597 11.77
185.353309 -7.261517 10.01
185.355148 -6.437101 10.56
185.357959 -6.862167 11.75
185.360689 -10.021293 10.44
185.36793 -10.715168 11.8
185.370624 -7.244267 11.67
185.374075 -8.639422 11.93
185.380357 -5.827184 11.5
185.387554 -5.895817 10.23
185.389554 -1.979819 11.78
185.39277 -9.399864 8.2
185.402557 -7.384803 9.86
185.40487 -7.480716 10.43
185.407557 -0.158003 7.77
185.421852 -9.862194 11.41
185.427967 -9.053053 11.92
185.429611 -9.96891 11.53
185.432016 -6.166478 9.68
185.452183 -6.307124 11.42
185.453717 -9.189191 11.54
185.463449 -7.876459 10.19
185.468663 -0.502927 11.89
185.485794 -6.520403 11.11
185.486781 -0.010338 11.76
185.487409 -7.073684 11.29
185.488797 -4.614501 10.02
185.489363 -0.595295 10.4
185.490738 -8.697848 10.8
185.493308 -7.718586 10.51
185.503867 -7.657851 11.98
185.508233 -8.717962 11.34
185.509492 -7.863232 11.55
185.517619 -8.557655 9.16
185.525516 -4.56965 11.45
185.530515 -0.761941 10.01
185.536545 -6.878373 11.08
185.539735 -10.595114 11.92
185.547423 -4.367001 11.11
185.549352 -8.878 9.86
185.550549 -8.607209 11.03
185.563703 -6.429556 10.14
185.568376 -7.066703 8.81
185.579936 -0.00396 11.01
185.58087 -5.632123 11.17
185.582199 -6.642387 11.12
185.584954 -8.87643 11.96
185.597788 -6.946748 11.01
185.622393 -4.701352 9.67
185.630602 -0.064607 11.06
185.632778 -7.105872 10.92
185.636787 -4.125932 11.85
185.642525 -9.696285 10.3
185.655956 -4.174507 11.88
185.66068 -7.768202 11.92
185.665847 -4.716079 11.2
185.668795 -10.390008 9.11
185.671492 -3.664756 11.27
185.677557 -5.750658 10.34
185.680312 -10.641618 10.6
185.682825 -6.171525 11.58
185.701406 -9.761473 9.24
185.706752 -10.601008 10.77
185.70772 -10.355385 11.72
185.7109 -4.07951 11.84
185.711434 -4.007692 10.61
185.713564 -3.443963 11.5
185.732116 -10.661581 11.2
185.734263 -5.780013 8.64
185.735861 -9.344068 11.85
185.742811 -7.894491 11.77
185.753567 -6.827417 11.65
185.755736 -5.586579 8.81
185.760261 -3.626053 10.71
185.760558 -9.513599 11.79
185.762407 -3.924474 11.98
185.764069 -10.343474 11.83
185.776191 -2.740376 11.37
185.788369 -10.608275 11.57
185.789734 -7.29913 6.94
185.793235 -7.285222 11.8
185.793441 -4.911851 9.66
185.793935 -5.6675 10.8
185.795484 -4.171806 9.84
185.799241 -9.158721 10.71
185.805294 -10.717872 11.68
185.812047 -3.554253 11.86
185.812524 -4.806563 11.2
185.813995 -4.974412 6.07
185.821504 -4.236941 11.33
185.828587 -4.702336 11.46
185.850831 -7.661745 11.97
185.854174 -7.052821 9.51
185.855898 -3.969439 10.75
185.864219 -9.221313 10.55
185.864776 -6.118829 7.29
185.877133 -9.943696 11.24
185.897284 -10.584586 11.9
185.899383 -3.677341 8.62
185.90097 -2.032136 10.08
185.903809 -9.074958 10.97
185.904043 -10.257751 11.59
185.905179 -4.541057 11.53
185.909183 -6.410058 11.67
185.918957 -9.031108 11.17
185.92377 -4.720749 9.76
185.928793 -7.222061 11.32
185.932252 -7.323827 9.89
185.94859 -4.261867 11.88
185.949753 -3.688981 10.95
185.960344 -4.713435 11.7
185.966918 -3.497594 11.68
185.968323 -8.83298 11.76
185.975225 -3.041599 10.47
185.978858 -3.047088 10.77
185.994616 -9.238804 10.16
185.995925 -7.507695 8.85
186.000462 -10.831734 9.92
186.005355 -1.675168 10.74
186.017004 -8.996553 11.57
186.03983 -8.861902 11.2
186.041043 -5.985034 9.91
186.042162 -3.711705 11.25
186.042635 -1.243504 9.9
186.050726 -7.262779 11.96
186.051249 -5.911635 11.28
186.053225 -3.085288 11.98
186.064862 -4.922833 11.78
186.07095 -5.090454 9.8
186.072937 -9.305594 11.92
186.081133 -8.89186 11.34
186.090096 -10.4751 7.24
186.093706 -7.6213 11.52
186.096528 -3.102273 11.98
186.106324 -6.314432 10.48
186.1113 -4.675561 11.37
186.112521 -1.892668 11.8
186.12891 -3.498167 10.1
186.144245 -3.31521 10.88
186.153319 -6.185074 11.65
186.157388 -3.307236 11.83
186.15869 -8.94631 11.41
186.159394 -4.343671 10.88
186.162934 -4.299536 9.71
186.173871 -9.789413 11.42
186.174431 -7.003101 11.51
186.175885 -3.578089 11.74
186.178506 -9.424899 11.57
186.182953 -7.456846 10.93
186.186879 -5.648148 8.64
186.207361 -0.387996 10.51
186.207759 -2.075944 10.63
186.212841 -8.607327 11.82
186.216833 -2.01625 11.61
186.221902 -2.855349 11.21
186.225499 -1.516106 10.87
186.22971 -4.217037 11.63
186.234246 -6.726716 11.53
186.242011 -8.849569 11.27
186.245731 -4.225602 8.05
186.251016 -9.328904 10.99
186.254339 -9.258027 10.23
186.257772 -1.234599 11.36
186.267992 -4.042711 9.88
186.268607 -3.22802 9.84
186.272746 -0.725825 10.75
186.285791 -3.759613 11.63
186.286153 -2.167383 9.58
186.292024 -7.555592 10.05
186.295246 -5.804969 11.49
186.295293 -3.876259 11.67
186.31157 -8.000958 11.45
186.311641 -4.449607 10.69
186.31981 -9.800227 10.82
186.319999 -4.506874 10.19
186.32339 -4.159228 11.27
186.335362 -6.165895 11.73
186.361971 -4.416262 10.28
186.362062 -6.216901 9.58
186.36535 -6.604347 10.31
186.367812 -3.365624 11.5
186.369795 -9.350546 11.76
186.370417 -4.304078 10.4
186.373621 -4.870955 11.9
186.375627 -2.143427 9.83
186.380991 -6.146064 11.47
186.384443 -7.991552 11.19
186.38562 -1.239381 9.68
186.388054 -0.657912 11.42
186.388171 -9.562107 11.01
186.393371 -3.004257 9.99
186.395998 -7.808766 11.59
186.40013 -7.611301 11.4
186.401266 -7.613304 9.05
186.40271 -3.568969 11.37
186.407395 -4.682315 11.02
186.408681 -1.613413 10.15
186.409511 -7.28457 10.58
186.419113 -0.282156 7.58
186.42075 -6.29956 11.52
186.425228 -3.109376 9.23
186.443529 -6.985261 10.02
186.446601 -10.499691 10.63
186.449321 -9.424778 11.82
186.450581 -6.692871 12.0
186.452844 -6.244236 10.02
186.454078 -4.645724 11.77
186.457657 -4.861953 8.24
186.463831 -4.491471 11.55
186.464493 -4.236897 10.76
186.471513 -10.075629 11.27
186.471769 -3.324306 10.06
186.472726 -7.322998 11.28
186.473065 -6.192964 11.08
186.484886 -4.614017 10.38
186.486653 -1.40458 10.17
186.487104 -1.275613 10.44
186.487762 -4.534489 10.83
186.499291 -7.362908 11.37
186.510013 -4.252569 11.03
186.518593 -4.976986 11.25
186.520509 -1.415284 11.86
186.527277 -10.819978 9.71
186.531687 -4.333687 11.96
186.533063 -1.94144 11.65
186.53413 -6.014898 11.18
186.534521 -9.890199 11.69
186.534646 -4.480719 7.69
186.537054 -7.767979 11.53
186.539505 -0.870663 11.51
186.540421 -4.898014 10.68
186.541292 -9.624793 11.56
186.543766 -5.927778 11.99
186.549031 -1.859306 10.4
186.552542 -2.11868 10.62
186.554851 -1.251863 11.39
186.559136 -4.517821 11.75
186.571454 -9.09429 11.78
186.575264 -1.738276 9.5
186.579605 -7.330074 8.33
186.587901 -4.939623 10.92
186.591242 -10.082899 10.35
186.592855 -1.548432 10.75
186.593169 -5.107397 10.16
186.614494 -5.056041 10.68
186.617016 -6.040622 9.11
186.619664 -1.887709 9.15
186.619696 -2.270659 9.75
186.625414 -6.773488 11.94
186.626976 -9.9645 9.94
186.642218 -0.148855 9.44
186.645136 -9.120863 9.48
186.646045 -6.640051 10.86
186.65045 -2.152176 11.99
186.653034 -9.636097 9.85
186.668508 -0.92135 9.94
186.669176 -6.408913 11.83
186.670661 -3.950671 10.45
186.672929 -9.229245 11.66
186.674901 -9.16447 11.79
186.687418 -0.170342 11.01
186.691059 -0.183372 7.84
186.704013 -4.824485 11.67
186.707329 -7.724766 9.48
186.709831 -4.161552 10.39
186.710427 -9.636492 9.18
186.712275 -8.633937 9.38
186.721715 -10.352305 9.9
186.725462 -7.547531 11.97
186.726999 -3.573924 11.91
186.729785 -7.058227 11.8
186.729822 -6.243979 10.23
186.742931 -6.062053 8.72
186.744069 -6.651146 11.9
186.745135 -7.157175 10.03
186.745324 -8.829606 8.0
186.749665 -5.106178 9.61
186.751356 -2.941067 11.88
186.752003 -5.912964 11.96
186.752373 -6.46237 10.09
186.75321 -3.534844 8.38
186.757023 -3.540598 10.07
186.760246 -1.628664 11.63
186.760535 -0.620523 11.25
186.760689 -6.239404 9.53
186.763276 -9.557992 11.9
186.764214 -4.649881 11.73
186.766183 -4.475251 11.31
186.766873 -4.440366 10.3
186.768616 -10.013435 9.54
186.77179 -10.817177 11.73
186.772571 -1.749949 11.26
186.780081 -7.995507 11.83
186.785056 -8.735892 11.61
186.7853 -9.401766 10.49
186.786905 -6.52769 9.73
186.792846 -3.287509 8.25
186.803277 -7.947469 10.66
186.806811 -10.464031 11.67
186.807831 -9.582648 11.3
186.810266 -3.645807 9.84
186.813258 -1.70484 11.79
186.813379 -7.174404 11.18
186.814978 -4.649076 10.9
186.818127 -10.793542 11.75
186.818601 -8.029669 10.04
186.820487 -8.744288 11.86
186.82554 -3.218085 10.85
186.83055 -1.822801 11.91
186.832636 -3.238244 9.5
186.835948 -4.238268 10.95
186.840306 -9.680057 10.17
186.847978 -4.349309 11.91
186.848423 -9.647381 10.72
186.861369 -9.960664 10.18
186.873287 -6.721912 10.79
186.880982 -1.211407 11.33
186.882891 -4.400201 10.44
186.883298 -10.749755 10.53
186.889439 -9.387706 10.53
186.894963 -9.365192 10.68
186.895838 -9.712003 9.98
186.90296 -3.309368 8.9
186.914382 -3.28959 11.84
186.921041 -2.975612 11.89
186.923017 -3.778024 10.62
186.923247 -7.581689 9.2
186.936325 -3.250169 11.17
186.94167 -9.237182 11.3
186.942653 -0.425505 11.3
186.950386 -5.190103 10.48
186.955195 -3.978063 9.79
186.955682 -1.063576 11.01
186.961233 -9.141636 9.99
186.9619 -10.16507 10.61
186.962324 -10.167103 8.66
186.962337 -7.010228 10.01
186.964504 -5.837985 11.1
186.96481 -4.615259 6.54
186.974371 -6.421942 11.95
186.981194 -8.678008 6.81
186.984581 -4.677764 9.32
186.988814 -9.284002 11.8
186.989951 -9.33147 11.38
186.990543 -9.474038 11.25
186.997894 -7.721824 9.5
186.998309 -0.408616 11.13
186.999049 -7.568084 8.2
186.999815 -1.098691 11.88
187.004946 -6.66175 10.15
187.023441 -1.097288 10.16
187.028688 -0.497802 11.96
187.04004 -0.447037 10.05
187.046136 -7.206856 11.55
187.046389 -4.68435 10.49
187.049261 -8.145461 10.22
187.052049 -6.316757 11.66
187.052211 -0.964818 11.92
187.052877 -4.259674 11.14
187.053834 -6.278162 11.99
187.056545 -2.933247 10.38
187.070232 -4.95356 11.96
187.075237 -7.095172 11.84
187.083635 -7.709792 11.17
187.094665 -6.294819 11.75
187.109413 -9.290539 11.27
187.125981 -1.808265 11.75
187.134705 -1.971285 9.63
187.138053 -0.311853 11.83
187.138224 -1.039786 11.91
187.143634 -0.279462 11.52
187.144652 -7.351257 9.78
187.152606 -3.245999 11.66
187.157342 -0.579448 11.97
187.163072 -9.020887 11.14
187.163567 -0.86369 11.83
187.164188 -0.580377 11.7
187.165046 -4.43892 10.04
187.173203 -2.286901 11.82
187.184985 -2.282656 11.78
187.185576 -4.290726 8.3
187.190143 -1.875451 10.2
187.19364 -7.51291 10.67
187.194754 -3.992426 10.67
187.211717 -4.861237 11.23
187.212129 -0.300348 11.53
187.213167 -4.166787 11.1
187.215228 -6.530317 8.2
187.216954 -7.321853 11.83
187.217279 -4.870422 11.16
187.226268 -6.098939 11.36
187.23082 -7.504654 11.78
187.231014 -2.146859 11.89
187.235897 -1.540818 10.64
187.246705 -7.946866 10.69
187.25506 -6.591833 9.2
187.256438 -0.901515 9.58
187.26064 -1.312384 11.67
187.265383 -1.426701 10.36
187.268749 -2.324208 11.7
187.278404 -6.360549 11.01
187.281529 -2.098297 11.67
187.288592 -6.835564 10.61
187.295604 -7.531001 11.62
187.305274 -4.345268 11.78
187.306183 -2.209879 9.67
187.31754 -4.405409 11.79
187.320078 -1.279655 10.89
187.326156 -6.486548 11.58
187.331059 -2.231884 11.26
187.334513 -6.896054 11.23
187.341942 -4.855156 11.46
187.346392 -4.593378 10.14
187.353094 -7.269492 11.66
187.362363 -4.709048 10.73
187.372325 -4.202797 11.74
187.376347 -10.64052 9.71
187.386301 -1.077032 10.44
187.390844 -1.056551 11.62
187.397639 -5.234926 11.88
187.416701 -10.738684 9.91
187.422059 -6.345941 10.74
187.424007 -0.656698 10.06
187.425181 -0.656477 10.94
187.428055 -3.332841 8.92
187.444153 -5.897674 9.83
187.444538 -4.072343 11.63
187.455038 -5.135722 11.47
187.472291 -0.875607 11.03
187.472899 -10.223751 11.69
187.475968 -7.142123 10.99
187.478586 -1.654667 11.99
187.492644 -3.091554 11.79
187.498599 -5.928967 11.99
187.507177 -6.023292 7.29
187.508066 -6.023408 7.43
187.510573 -6.732259 9.86
187.511576 -4.627561 10.84
187.514962 -1.391499 11.02
187.515913 -5.207687 11.99
187.519968 -6.376274 10.99
187.520483 -10.178505 10.53
187.533614 -0.80742 10.25
187.535351 -6.193405 10.18
187.546206 -0.124302 11.64
187.546685 -1.5709 11.75
187.551511 -3.781038 10.31
187.552186 -4.835812 10.68
187.553235 -10.38829 11.88
187.55422 -10.369662 11.96
187.559818 -9.568636 11.33
187.561359 -4.794997 11.97
187.567696 -1.816515 11.38
187.575919 -4.047475 11.0
187.581355 -1.942536 9.02
187.581371 -6.081678 11.09
187.583764 -2.161372 11.87
187.586721 -2.07475 11.85
187.587425 -10.483649 10.69
187.58809 -4.342502 11.57
187.589139 -10.431232 11.79
187.595142 -4.490668 10.44
187.596795 -1.35113 10.97
187.597975 -6.030124 8.41
187.602269 -3.793659 11.41
187.619807 -4.42768 9.75
187.6206 -9.743771 11.39
187.624193 -10.848037 11.78
187.626008 -0.109893 10.21
187.637687 -6.191516 11.65
187.644789 -9.093368 11.45
187.650748 -9.05011 11.8
187.658201 -0.195604 10.85
187.658838 -10.693785 11.15
187.660599 -9.824471 7.64
187.669627 -6.058019 10.43
187.681079 -0.106027 10.74
187.681411 -9.418523 11.33
187.68907 -0.203156 11.98
187.692689 -4.445562 9.48
187.695838 -9.404574 9.77
187.699435 -11.14106 11.77
187.700026 -10.205963 11.73
187.709664 -4.060816 7.41
187.712375 -4.71041 11.56
187.719666 -2.415114 10.39
187.724286 -0.156655 11.65
187.748598 -8.885507 11.75
187.757222 -11.047498 11.9
187.762509 -0.72567 10.65
187.765915 -9.787496 8.31
187.785158 -5.321717 9.4
187.79128 -2.066868 9.74
187.791366 -3.360973 11.44
187.79262 -1.656458 11.12
187.792979 -9.487036 8.49
187.797602 -2.144032 9.96
187.802184 -5.081936 11.0
187.803725 -0.400665 11.14
187.806211 -3.551709 11.6
187.806281 -10.040377 11.72
187.806882 -0.163524 11.92
187.811316 -5.118355 11.65
187.819322 -3.535101 10.51
187.825834 -2.417917 11.04
187.827509 -8.834278 11.77
187.829166 -9.795991 11.03
187.832269 -4.083514 11.82
187.855622 -9.181577 7.02
187.870538 -1.185136 10.94
187.876896 -3.818081 11.92
187.88101 -10.704069 11.7
187.883534 -4.287116 11.95
187.890031 -2.418257 11.21
187.891856 -0.147245 10.67
187.900502 -0.681789 11.23
187.900842 -11.076428 8.56
187.901906 -11.072267 8.02
187.908188 -9.301465 11.02
187.913185 -8.919857 11.97
187.914592 -10.45114 11.17
187.916977 -3.124034 11.86
187.923503 -3.713066 9.18
187.924536 -10.193435 10.83
187.925461 -9.245116 11.82
187.940766 -1.539169 11.07
187.95506 -2.482883 11.73
187.97115 -3.937884 11.79
187.974098 -1.117776 11.14
187.98092 -2.409435 10.7
188.018142 -9.707971 11.7
188.018544 -1.772321 7.32
188.022033 -0.841326 11.7
188.02521 -1.932974 10.92
188.030113 -9.645618 11.77
188.033886 -9.882881 11.55
188.034731 -9.742683 11.65
188.049086 -0.432644 10.48
188.056681 -10.707573 11.39
188.060661 -9.348769 11.65
188.072944 -10.176862 10.81
188.088017 -1.89263 11.83
188.09347 -9.334471 11.66
188.105419 -9.980149 11.38
188.109252 -1.631222 11.24
188.126589 -9.386798 9.84
188.127447 -11.125887 11.36
188.142866 -1.249255 11.28
188.144945 -1.423314 11.97
188.145543 -1.514844 11.45
188.164221 -10.277667 11.48
188.166972 -2.069774 11.04
188.16976 -1.901154 11.42
188.196205 -11.232824 11.21
188.197034 -1.073229 11.87
188.198671 -1.072151 11.45
188.210249 -1.181699 11.29
188.22664 -1.562168 11.43
188.245344 -0.273478 8.45
188.261954 -2.290714 8.87
188.280029 -10.407565 11.9
188.283923 -1.47002 11.9
188.295037 -11.134302 8.27
188.303355 -1.438692 10.28
188.311821 -5.463076 11.42
188.312028 -9.278418 11.71
188.313807 -9.930698 11.21
188.316846 -0.446587 11.42
188.32344 -10.904281 11.44
188.32902 -0.642334 11.09
