ra dec Kp
14.104987 0.244486 11.39
14.107592 7.913347 11.1
14.123744 6.70308 11.32
14.134636 1.522211 10.82
14.136601 8.558951 11.85
14.13743 4.84932 11.92
14.154564 12.078969 11.94
14.161874 6.840904 11.95
14.162017 7.57249 11.79
14.163796 4.706388 11.17
14.165851 6.986261 11.19
14.165897 11.863926 11.61
14.167642 2.782827 11.86
14.180915 2.850996 11.38
14.182419 10.165919 8.84
14.1838 11.705036 9.31
14.193254 10.01638 8.35
14.196965 3.075813 11.89
14.198766 4.472251 11.55
14.199795 9.738708 10.54
14.205029 11.174202 11.52
14.20774 2.451843 10.66
14.212398 4.504344 11.58
14.214652 3.063045 11.12
14.214832 8.231698 10.98
14.217107 6.891916 11.71
14.222952 9.972539 11.15
14.224098 7.411607 9.06
14.224298 9.688899 10.43
14.229294 4.394181 11.36
14.229594 0.080486 10.57
14.229698 7.548647 8.82
14.231369 11.126733 11.45
14.233353 8.646533 11.92
14.23862 2.952923 11.74
14.241531 11.295163 11.45
14.249701 3.9116 11.25
14.255916 8.448232 11.4
14.270701 6.686981 11.13
14.275918 9.49686 11.76
14.27696 5.108073 11.68
14.281307 12.030009 9.88
14.287328 1.585752 11.75
14.294051 2.77556 9.7
14.296119 7.69252 11.25
14.298964 11.456031 8.98
14.299048 7.819762 11.73
14.299283 4.748953 11.71
14.30007 6.264195 10.16
14.301715 6.846187 10.47
14.302055 9.528096 8.63
14.309301 1.364124 8.36
14.309354 4.25407 11.55
14.310221 4.852686 11.85
14.319138 7.18925 11.92
14.319929 9.646155 10.96
14.328775 6.223961 10.48
14.33609 3.314983 10.1
14.337736 7.911845 11.33
14.342899 11.480546 10.97
14.346718 3.269076 11.81
14.358728 3.925888 10.24
14.361878 9.883224 11.37
14.369991 9.519667 8.81
14.372225 9.788895 11.21
14.375775 4.400395 11.95
14.383809 5.054427 10.19
14.393256 6.173412 11.95
14.394272 7.46178 9.99
14.401507 2.722252 10.95
14.403413 4.746784 10.12
14.407383 12.099567 10.37
14.40784 12.307113 10.91
14.407847 1.520292 11.49
14.422299 8.210351 9.13
14.44022 7.229688 10.89
14.443855 4.866024 10.95
14.457272 8.158106 11.66
14.458361 8.238353 10.75
14.46021 4.047249 10.62
14.464618 3.832327 11.64
14.469653 12.038738 8.31
14.477156 7.706955 11.35
14.489488 6.428712 10.6
14.489684 7.58772 11.84
14.493752 7.611594 7.81
14.496282 2.486285 7.63
14.497926 9.678135 11.98
14.498429 6.867839 11.93
14.498982 4.549016 11.29
14.50002 12.03342 10.26
14.513294 1.17087 9.29
14.516947 7.231371 9.88
14.535184 4.522315 11.17
14.536968 3.775753 11.23
14.539024 1.023678 11.43
14.546687 4.099306 11.67
14.547617 3.420228 10.49
14.55442 3.70138 11.83
14.554531 3.741122 11.69
14.555836 7.303312 9.38
14.562179 4.40229 11.71
14.566194 11.764038 11.4
14.566623 11.997618 10.08
14.571712 6.121582 11.75
14.578386 4.296561 8.04
14.580089 4.244259 11.85
14.581406 0.982675 11.71
14.584973 7.780168 11.35
14.587915 7.762912 10.72
14.595186 4.559373 9.52
14.598572 2.59932 9.79
14.598839 3.513923 10.79
14.611607 12.41591 11.44
14.615925 12.125443 8.15
14.620248 4.484385 11.76
14.621536 7.285813 11.22
14.623172 7.244508 11.79
14.625973 7.057278 11.44
14.633271 3.060195 10.73
14.643286 1.136028 11.44
14.647127 12.301645 11.82
14.661769 7.045408 11.91
14.673065 4.109879 11.16
14.676823 4.205809 7.57
14.681384 12.15681 10.68
14.688296 1.041635 11.94
14.690649 1.383749 10.86
14.694208 2.820483 11.9
14.698404 1.757737 11.72
14.709474 1.569383 10.94
14.711628 3.354261 11.75
14.716442 3.066048 11.8
14.716456 1.595699 9.6
14.721153 8.237798 11.42
14.724436 8.379467 11.19
14.727117 5.504785 10.17
14.72998 1.100392 11.12
14.735342 1.204649 11.81
14.73782 12.132834 9.76
14.744487 7.719321 8.87
14.745004 0.835353 10.18
14.747945 4.480186 11.69
14.749552 10.971403 10.83
14.759689 2.66513 11.62
14.760113 2.658722 8.88
14.760192 6.23056 11.96
14.760587 12.46098 11.53
14.764998 3.934528 11.74
14.771578 5.381362 10.54
14.772829 5.381958 9.91
14.78018 8.957546 11.48
14.783819 7.867867 11.44
14.784089 0.544618 9.24
14.790847 0.452888 11.84
14.796577 10.441767 11.25
14.797327 0.775831 11.4
14.798841 2.979758 11.44
14.798857 3.0353 11.65
14.798866 5.347027 10.87
14.812355 11.941086 11.91
14.814746 8.807281 11.41
14.828735 0.917702 11.08
14.831553 8.933447 11.36
14.835418 3.835483 11.48
14.842563 2.0033 11.9
14.844018 0.785998 8.69
14.847537 6.997212 11.76
14.852446 7.924059 11.96
14.854245 4.089239 10.82
14.855272 3.081393 9.08
14.856338 6.85934 11.4
14.861912 8.384549 11.92
14.863904 2.898784 11.37
14.866006 7.519853 11.82
14.876063 4.227856 11.71
14.883459 7.035568 10.89
14.888442 6.381718 11.7
14.889948 12.144311 11.89
14.891351 10.491182 10.7
14.899422 11.99104 11.25
14.908269 6.743958 11.09
14.908674 10.466973 11.06
14.910981 3.978016 9.53
14.933735 4.100736 10.55
14.939406 5.459512 11.7
14.941047 8.487661 11.02
14.941782 12.04256 9.53
14.943633 3.6379 11.68
14.947486 3.90482 11.81
14.959738 10.275638 11.9
14.961145 2.013053 11.62
14.963458 11.922963 10.5
14.967595 6.998645 10.89
14.971215 3.302735 8.69
14.975605 6.381962 11.33
14.978336 10.935207 11.45
14.985158 8.846079 9.77
14.985274 1.392147 11.34
14.987369 0.67387 10.2
14.990374 3.840783 11.2
14.994104 11.249673 11.57
14.994656 0.583829 11.19
14.99496 7.494506 11.08
15.003252 7.400421 11.71
15.007484 2.113445 10.82
15.011743 1.127266 10.33
15.011866 0.380446 9.47
15.013446 1.989509 11.76
15.013667 12.108061 10.95
15.01401 3.866004 11.07
15.015305 3.756316 11.1
15.020511 11.432586 10.73
15.020646 12.082227 10.12
15.040844 12.21675 11.58
15.051634 7.357317 11.76
15.054089 2.048304 9.79
15.054957 11.935342 8.14
15.056043 1.717766 10.12
15.061129 6.966048 11.81
15.061823 6.846026 11.01
15.061832 12.061688 10.14
15.075202 11.835095 11.99
15.075954 7.950191 11.33
15.076074 0.52493 11.78
15.076374 5.047849 9.54
15.087049 10.179444 11.91
15.089281 1.285364 9.72
15.09755 5.383898 11.02
15.110219 0.183152 11.45
15.115533 5.346831 10.76
15.117506 11.295973 11.02
15.12616 7.291468 10.44
15.126775 7.353904 8.25
15.147014 2.934136 9.87
15.16096 10.815074 11.51
15.162521 10.530737 9.49
15.16563 5.523416 10.96
15.168638 1.71053 11.81
15.172189 8.102633 11.3
15.174454 3.080034 11.51
15.179587 8.701883 9.32
15.193453 10.256735 11.15
15.201691 7.470449 9.78
15.211299 4.83397 7.85
15.212837 11.424008 11.9
15.21835 6.889476 11.42
15.227723 8.052082 11.89
15.23168 10.748369 11.27
15.235291 7.779148 11.58
15.247614 10.655754 11.15
15.255457 0.015377 10.36
15.257079 12.405095 8.67
15.257315 12.634726 11.02
15.259504 12.420268 10.07
15.262596 10.273309 11.8
15.273053 8.76932 8.89
15.278588 5.847997 11.39
15.279682 11.106286 9.98
15.282559 2.216383 10.83
15.283797 11.423991 11.33
15.289098 12.750104 11.13
15.291262 0.924588 11.31
15.291386 3.429684 8.6
15.306513 7.349675 11.8
15.308008 11.180446 7.98
15.315734 6.682407 10.11
15.320426 5.566959 9.86
15.323642 1.82314 11.58
15.326416 12.244334 11.68
15.335793 11.954938 9.54
15.338295 1.494958 11.48
15.340718 11.912725 7.89
15.360735 0.528365 11.15
15.36544 10.398761 11.85
15.366175 1.612695 11.88
15.373011 12.255259 11.8
15.380923 1.463867 9.24
15.381808 1.172359 10.77
15.383021 5.134467 8.69
15.394331 12.024986 11.08
15.401714 8.478102 9.89
15.402204 3.404184 11.52
15.403762 1.393104 11.89
15.407829 2.282223 11.79
15.415029 7.305263 7.61
17.290998 -0.455688 11.77
17.332266 -2.067663 11.26
17.332469 -0.925963 11.42
17.383179 -1.760816 11.1
17.388021 -0.539508 11.13
17.406757 -1.776634 9.68
17.411608 -1.87118 10.31
17.423649 -0.151727 11.7
17.44807 -0.734436 9.84
17.483729 -2.199509 10.54
17.497332 -0.13009 11.64
17.520855 -1.230116 10.35
17.524567 -1.599044 8.73
17.54576 -0.503971 11.27
17.55612 -1.474465 11.5
17.592878 -0.68667 11.77
17.593551 -1.812118 11.85
17.634057 -0.005076 11.25
17.656552 -1.805649 11.34
17.691422 -1.510431 10.63
17.716002 -0.358319 10.63
17.734314 -0.994146 9.97
15.422517 4.525184 11.12
15.429864 4.744046 10.65
15.439597 5.684923 11.6
15.440674 6.755528 8.86
15.441199 6.753607 11.43
15.443571 8.277859 9.43
15.448821 9.480572 11.59
15.457694 1.999814 11.65
15.462739 9.546373 11.19
15.467469 12.531658 10.61
15.469159 12.230147 11.25
15.473891 5.002473 10.94
15.476605 0.766283 11.99
15.479203 0.417882 9.41
15.485336 5.655098 11.84
15.489377 2.044452 11.36
15.494527 3.274664 10.09
15.495027 9.287056 10.56
15.498666 2.525955 7.69
15.504876 0.658373 11.75
15.513405 2.230287 10.29
15.515095 2.097856 10.24
15.517352 1.364432 10.81
15.519509 12.649588 11.93
15.522322 10.758514 10.81
15.526172 8.304234 11.2
15.52858 7.940482 7.35
15.542799 10.622428 11.61
15.546996 5.085857 11.65
15.552733 4.473388 11.5
15.558876 4.383027 9.95
15.559125 6.108842 11.68
15.560664 11.587109 11.34
15.563043 4.603918 9.77
15.564826 6.084574 11.96
15.566608 11.429185 9.97
15.572661 1.012781 10.37
15.573366 5.866653 8.84
15.576361 7.18992 11.15
15.576924 12.032002 9.97
15.577183 11.459587 11.54
15.580819 11.521864 9.74
15.581012 0.214912 10.69
15.590595 1.989452 11.39
15.602489 5.061499 7.9
15.607622 7.367395 11.67
15.618427 9.544874 11.91
15.623651 6.998542 9.94
15.624368 1.689754 10.51
15.626272 11.960902 10.34
15.641407 7.826411 10.41
15.641755 5.765097 8.82
15.643019 7.506815 11.37
15.646571 9.514824 10.62
15.653738 1.972951 11.69
15.668152 5.273895 11.7
15.668417 4.41317 8.64
15.677682 9.132981 6.92
15.678369 1.382747 11.88
15.681561 10.466988 11.34
15.683954 11.940518 9.63
15.685878 11.480061 9.4
15.687115 5.602416 11.36
15.688774 2.228222 9.35
15.689322 5.877869 11.5
15.692197 6.961649 11.62
15.693543 5.042142 9.6
15.69512 5.368361 11.89
15.696129 6.892874 11.59
15.702377 1.906654 10.68
15.705714 7.500757 7.89
15.706429 4.576785 11.13
15.713467 9.346754 11.85
15.714111 4.901051 11.21
15.71446 2.078875 10.97
15.715432 7.234477 11.68
15.726103 4.237306 10.48
15.729886 0.314496 10.45
15.731407 2.345143 9.67
15.732716 5.53255 11.81
15.735596 5.054823 10.71
15.743775 0.275494 10.6
15.747517 12.129991 11.7
15.760363 4.055406 10.8
15.766543 8.036014 11.8
15.766623 11.668445 11.93
15.767899 5.656519 11.81
15.769846 5.730392 10.28
15.772774 1.123436 10.79
15.774266 12.389913 10.9
15.774836 4.579435 10.86
15.779567 7.319599 9.49
15.783493 4.242506 9.55
15.784591 7.447067 11.52
15.797757 11.749401 11.39
15.799832 12.463316 11.72
15.807676 1.048238 9.6
15.808931 2.591991 11.22
15.81159 5.781259 11.54
15.811849 8.982231 10.26
15.823628 9.137362 11.81
15.826725 1.762045 11.66
15.82966 2.0251 11.76
15.835963 5.726669 10.31
15.862593 1.926766 11.1
15.863443 8.790065 9.43
15.867411 11.246129 11.17
15.874884 9.628946 11.12
15.878851 5.961101 10.93
15.881006 5.078582 11.66
15.882631 9.572147 11.87
15.896894 9.563131 11.91
15.897111 11.191903 11.52
15.900459 5.786074 9.86
15.907652 11.111281 11.64
15.910428 0.831104 11.15
15.911316 5.147105 10.64
15.91282 2.480627 11.69
15.912904 7.645995 10.68
15.915304 0.907847 10.77
15.916707 9.036375 9.67
15.918833 6.068011 11.89
15.919449 5.235399 7.85
15.922255 11.553969 11.92
15.938668 3.841893 11.02
15.939625 7.38625 10.15
15.939785 3.992202 11.02
15.941641 11.504619 9.92
15.945071 1.581855 9.99
15.950047 1.365622 9.27
15.952722 11.762958 10.78
15.954289 1.366831 6.33
15.955192 8.912351 11.99
15.956825 2.173758 10.61
15.961296 5.27572 11.31
15.965937 7.246936 8.96
15.973841 5.34182 11.56
15.989212 4.16415 11.7
15.991647 9.398036 9.9
15.995132 8.846918 11.91
15.997281 7.235031 11.93
16.000098 11.771192 10.84
16.000164 11.899956 11.76
16.000793 7.479754 11.89
16.001602 5.690448 10.82
16.003532 4.422209 11.67
16.005209 0.91667 11.38
16.008428 0.528941 10.26
16.011028 12.333199 10.49
16.016464 9.005474 9.26
16.021164 3.862942 10.71
16.025243 2.276874 11.96
16.028602 9.672049 11.84
16.031299 4.365314 10.16
16.032836 8.717143 10.78
16.040407 11.031261 10.96
16.041068 5.504383 11.78
16.041149 8.628493 11.27
16.042616 7.20789 8.48
16.044277 11.017061 11.96
16.045995 10.860101 11.18
16.047738 4.730548 11.69
16.054355 4.131549 11.66
16.057297 11.029415 11.88
16.058024 10.851293 10.78
16.059415 2.35184 11.74
16.065706 1.204266 11.5
16.070734 11.82192 10.89
16.071385 8.79283 11.81
16.07319 0.615391 8.12
16.073258 4.447944 10.57
16.081542 5.225984 10.59
16.081595 2.156743 10.71
16.094697 10.848167 11.49
16.09546 1.776591 11.12
16.095644 5.169143 11.28
16.106417 9.733483 11.93
16.107085 2.723204 9.95
16.10861 11.991102 11.93
16.113728 0.296264 11.24
16.114997 11.006218 11.39
16.118915 12.052539 11.62
16.126822 2.390062 10.48
16.126897 7.3818 11.38
16.131796 7.475432 9.85
16.138246 4.980005 9.43
16.140732 8.565059 11.11
16.14555 6.264733 10.16
16.145756 6.226022 10.27
16.146375 5.013084 11.83
16.146993 1.284914 9.52
16.154326 0.245243 10.34
16.156099 6.087732 11.63
16.158882 2.095466 11.01
16.160267 9.586169 8.04
16.161282 3.832674 10.25
16.163774 5.619683 11.54
16.168606 5.559784 11.48
16.176844 11.290776 11.26
16.181748 2.313704 7.0
16.18312 0.481904 9.55
16.199028 0.358556 10.88
16.202741 5.960621 11.95
16.206968 3.906513 11.85
16.20848 1.527613 11.87
16.212267 0.869647 11.97
16.221022 3.868675 9.57
16.23228 8.849129 10.44
16.250646 8.269305 11.75
16.254213 9.51749 10.39
16.25466 6.354974 11.68
16.265042 2.363449 11.34
16.274129 0.504127 11.77
16.276962 8.444661 11.23
16.27716 4.958548 11.91
16.288185 11.678134 8.47
16.290008 11.315804 8.34
16.291262 6.038869 10.76
16.298914 9.666472 9.95
16.30164 8.500872 11.18
16.302739 11.571005 8.47
16.303352 11.03829 11.98
16.316396 1.987273 11.77
16.326456 5.072611 11.37
16.326748 11.281669 11.93
16.328606 1.88981 10.83
16.33734 5.714303 11.2
16.347611 4.644417 11.01
16.348201 9.746312 10.12
16.350548 8.332015 7.7
16.353547 11.737443 11.2
16.353944 5.589856 10.66
16.368748 1.413971 11.16
16.370416 2.179077 11.86
16.37383 11.8427 11.09
16.376564 6.534825 11.42
16.37967 6.070986 7.93
16.380959 4.252304 11.74
16.385957 2.247258 11.69
16.388843 2.188498 11.13
16.405035 9.911439 10.94
16.407593 6.339144 10.99
16.409137 9.670191 10.47
16.4095 1.200974 8.69
16.410382 6.647424 11.84
16.418431 10.964652 11.92
16.424413 6.609634 9.92
16.424597 4.198472 7.11
16.426831 11.709106 11.68
16.433816 3.982429 10.85
16.435324 0.939479 11.23
16.436986 12.065259 11.82
16.447495 8.001742 11.91
16.448404 6.022773 11.45
16.449845 1.272119 11.44
16.4508 8.701318 11.74
16.455189 4.908348 6.72
16.46129 5.66632 10.51
16.462306 11.753443 9.51
16.464342 4.909418 7.41
16.469661 6.011228 11.91
16.474394 9.34696 10.52
16.477352 0.778352 11.92
16.480416 5.473746 11.39
16.486701 3.055838 10.72
16.490368 8.51972 11.96
16.493304 9.427245 11.47
16.494735 5.76143 10.57
16.49777 0.599369 9.77
16.506757 1.597414 11.06
16.510541 1.489161 11.72
16.510997 8.614051 11.87
16.518015 5.671262 9.9
16.521535 1.706425 9.43
16.522075 4.511261 10.44
16.523033 1.480069 11.38
16.523286 10.018295 10.99
16.524154 3.274628 7.23
16.524226 3.997624 10.44
16.526649 11.571964 10.35
16.52966 6.637058 10.79
16.538166 9.729368 10.4
16.538867 6.833555 10.36
16.540313 4.445524 10.95
16.542946 1.110212 11.81
16.547517 1.062326 11.91
16.565377 4.745152 10.97
16.571796 1.448271 8.73
16.575632 5.947809 11.75
16.576044 10.37025 11.47
16.576439 8.770413 11.53
16.577759 11.453968 10.74
16.592559 1.4739 11.71
16.596094 0.557331 11.7
16.60985 8.474944 10.24
16.610272 6.268584 10.61
16.610637 9.914586 9.69
16.612629 6.141309 11.57
16.613973 5.03812 8.86
16.621391 1.575306 10.49
17.803285 -1.274365 8.45
17.816945 -1.988446 8.76
17.832929 -1.909548 11.79
17.861626 -0.917019 11.82
17.888288 -0.374591 11.55
17.921678 -1.433833 11.82
17.924124 -1.530993 11.02
17.931664 -0.819337 11.99
17.94502 -0.934491 10.17
17.949037 -1.837904 11.52
17.95026 -0.088978 10.36
17.962967 -0.445275 8.13
17.966901 -0.9526 11.64
18.00416 -1.866436 11.7
18.032375 -0.61596 11.39
18.074085 -0.603861 10.88
18.09521 -1.450747 11.66
18.125854 -0.24095 11.16
18.244938 -1.060694 10.96
18.251025 -1.478145 10.9
18.317723 -1.023316 11.72
18.33715 -1.729196 9.84
18.33772 -1.122439 11.88
18.41711 -1.013588 11.58
16.623813 0.531003 11.73
16.625358 1.633001 10.82
16.633407 10.064333 11.56
16.638999 7.69117 11.06
16.64202 5.166899 11.79
16.643552 6.249505 11.47
16.654052 1.879834 11.59
16.656749 8.360011 7.09
16.670826 1.706302 11.71
16.67502 8.868721 7.89
16.679872 8.295181 10.42
16.68217 6.666791 8.52
16.685642 4.196075 9.74
16.704999 1.294997 11.58
16.714842 6.464154 11.75
16.724525 8.652345 8.15
16.7278 7.88154 10.06
16.730588 6.063708 11.07
16.731274 1.556436 11.1
16.743626 10.453143 10.12
16.748327 5.904687 11.97
16.749981 2.765097 11.29
16.759096 9.457736 11.96
16.759344 11.17179 9.65
16.765786 11.549921 10.26
16.766382 10.19832 9.81
16.766641 11.552095 7.43
16.777675 10.305043 11.84
16.785275 5.053017 10.65
16.795513 9.32751 11.93
16.796482 3.320185 11.91
16.798557 8.632363 11.96
16.80153 4.685891 10.54
16.801906 9.329448 11.45
16.803598 1.355172 8.76
16.804112 9.593152 10.64
16.808465 5.005569 8.55
16.816757 2.690714 11.46
16.817643 0.856067 9.71
16.824435 3.294994 9.53
16.827589 3.330428 9.94
16.832969 0.952028 10.54
16.838218 9.868811 11.99
16.843685 5.035636 10.55
16.848563 10.257262 11.26
16.854418 4.931727 8.94
16.861342 3.441029 11.46
16.872692 5.191384 8.83
16.881366 8.179661 11.35
16.890572 6.075177 11.84
16.893765 8.441848 11.75
16.897559 9.372475 11.89
16.90467 2.840072 11.6
16.909267 7.824854 11.09
16.911574 10.184422 11.42
16.920062 11.334166 9.08
16.924351 3.01798 11.95
16.92952 0.757356 9.89
16.933655 1.413454 9.04
16.970205 0.961293 11.69
16.975315 2.996004 10.84
16.99312 5.166628 9.94
17.000394 9.142316 11.84
17.010774 1.335742 11.12
17.012177 6.388777 11.48
17.020072 9.456239 11.94
17.024082 8.648936 11.32
17.025864 2.761264 11.17
17.030717 3.295492 11.71
17.031791 5.993939 11.95
17.034733 5.096906 9.12
17.044469 10.611492 10.07
17.044795 10.650477 11.81
17.05226 4.775237 11.21
17.071711 5.010236 11.38
17.076567 8.0673 11.86
17.08082 8.718074 9.97
17.081623 2.716701 11.15
17.096505 8.853775 11.59
17.102713 8.182192 10.92
17.106769 9.89204 11.04
17.108333 7.956069 11.41
17.110585 9.383237 9.01
17.113525 2.676308 10.73
17.116425 5.19018 9.98
17.117743 3.31583 11.01
17.124779 3.34939 11.29
17.132889 5.623214 10.95
17.135844 5.504202 11.18
17.136666 6.210916 11.65
17.136912 5.332769 10.4
17.150493 10.056749 9.17
17.156517 2.46473 10.8
17.161041 9.501776 11.82
17.170453 3.710446 11.83
17.181822 9.538253 11.45
17.191846 4.52726 11.4
17.213132 9.055347 11.52
17.228618 8.647508 11.95
17.230523 9.710505 11.86
17.232755 9.73053 7.6
17.238721 10.562031 9.5
17.248951 4.551468 11.68
17.252924 8.30823 10.93
17.255749 8.09883 10.02
17.257153 5.029233 9.67
17.258326 2.240131 9.13
17.264425 1.001637 10.93
17.265893 0.003892 11.02
17.271801 9.522777 10.11
17.271872 10.233787 11.2
17.276449 4.89046 11.17
17.27914 9.030218 11.82
17.290035 8.341154 11.46
18.424545 -1.245949 9.99
18.42857 -0.876977 11.87
18.45423 -0.896179 11.46
18.520117 -1.044395 10.76
18.535903 -1.186237 11.42
18.621585 -1.42839 10.5
18.629549 -0.83586 10.38
18.823581 -0.074652 11.77
18.827621 -1.218231 11.0
18.866202 -1.278958 10.55
17.298227 5.450898 11.6
17.300979 2.773765 7.67
17.302367 2.55168 9.21
17.317608 2.963845 11.57
17.320219 10.826898 9.45
17.321418 9.690368 10.59
17.328114 8.635356 11.81
17.334947 9.019664 9.3
17.347532 8.613277 9.46
17.348378 8.613617 9.51
17.348481 5.714873 11.97
17.354578 5.198963 11.54
17.363512 5.444127 8.32
17.367873 8.092546 10.27
17.374344 2.838546 11.83
17.37909 9.0568 11.3
17.380883 4.584107 11.28
19.031397 -0.249966 11.55
19.130673 -0.290033 11.8
19.186496 -0.452223 10.65
19.201494 -0.351054 11.35
19.23366 -0.549623 10.96
19.235391 -0.68069 11.34
19.326023 -0.577621 11.58
19.355602 -0.223362 11.8
19.441793 -0.255063 11.82
19.512762 -0.281841 11.7
17.385377 10.590085 11.75
17.39817 11.910018 10.01
17.398346 11.909395 10.11
17.399761 8.343244 11.56
17.399823 10.265871 11.54
17.401276 5.466106 10.39
17.404339 3.605526 9.43
17.416865 9.65504 11.81
17.436058 8.875114 11.55
17.440193 2.197356 11.62
17.448725 3.628614 11.65
17.458735 11.875638 11.25
17.468632 9.981028 11.91
17.469976 9.770708 11.3
17.475364 4.641727 11.96
19.550341 -0.686675 11.36
19.627907 -0.272486 11.24
19.730028 -0.398177 9.83
19.824993 -0.524655 10.06
19.848056 -0.151165 11.96
19.881941 -0.589018 9.57
19.906714 -0.280482 11.78
19.912253 -0.439392 11.18
19.951254 -0.508939 6.34
20.033556 -0.314065 9.85
20.07315 -0.487626 11.96
17.478984 9.007786 11.31
17.5038 3.080355 9.42
17.507318 9.735378 11.72
17.515851 8.71982 11.96
17.518473 2.008689 10.9
17.522432 0.4942 11.5
17.529715 9.074344 9.93
17.537145 5.584548 10.62
17.554775 3.322694 11.32
17.55628 10.137577 11.5
17.557123 2.372666 11.07
17.559101 2.999127 9.62
17.561885 5.596336 11.01
17.562091 10.332781 10.62
17.562852 5.327897 9.41
17.563543 1.817441 9.66
17.575086 9.517903 10.56
17.583664 1.836926 10.28
17.584348 7.101798 10.98
17.589446 6.759993 11.86
20.145405 -0.176954 9.95
20.278316 -0.184754 10.03
20.305213 -0.142262 11.27
20.362833 -0.144722 10.33
20.398476 -0.072446 12.0
20.540122 -0.076214 11.77
17.615414 2.554968 8.22
17.615574 9.830234 11.66
17.620534 0.367573 10.96
17.62949 4.788003 11.83
17.633844 7.513374 8.64
17.634165 1.451756 11.78
17.635169 3.20985 11.94
17.640947 1.578245 11.59
17.643082 6.750578 8.66
17.663833 3.728206 9.07
17.667131 3.638813 10.85
17.671577 5.4648 11.33
17.676029 9.994359 11.37
17.687908 9.599038 11.94
17.692999 5.356325 10.58
17.694571 8.60167 11.99
17.701679 10.16507 11.0
17.705149 9.123214 11.77
17.721716 3.300816 11.3
17.72303 3.733302 11.37
17.723604 4.847385 11.09
17.723669 8.599722 10.83
17.726186 9.563929 7.19
17.729135 10.076705 11.29
17.729262 5.260263 11.28
17.733494 7.363494 10.9
17.735369 0.402574 11.0
17.742163 1.60932 11.13
17.746234 9.959479 10.15
17.747548 8.565218 11.63
17.757165 10.153457 11.78
17.763064 2.254403 11.95
17.77532 8.822415 11.74
17.793572 9.350553 10.98
17.795081 3.741195 11.88
17.797664 6.274518 10.99
17.803998 3.447545 11.68
17.806309 7.39007 11.79
17.824685 2.983809 11.44
20.67602 -0.034975 11.96
17.830936 3.511033 9.95
17.839444 2.042051 11.54
17.839549 1.494713 11.64
17.843271 6.845382 11.98
17.852663 3.110368 11.59
17.866053 3.377514 9.27
17.872823 9.672759 11.07
17.87777 3.479712 9.91
17.878286 11.107324 10.9
17.896149 7.585187 11.06
17.925374 0.213959 11.45
17.928502 9.091012 10.23
17.931298 8.580104 9.14
17.935522 6.291598 11.37
17.935684 11.368709 11.86
17.946916 2.643265 9.95
17.966753 7.528141 10.84
17.970331 11.203342 11.9
17.970701 2.626038 11.6
17.988196 6.194793 10.5
17.989948 9.49259 10.79
17.99321 7.110936 9.61
17.994828 7.737954 11.76
18.000602 7.750871 11.21
18.002442 11.187453 9.61
18.007165 6.702176 11.96
18.011296 7.373617 11.83
18.018331 2.212968 11.54
18.032541 2.286115 11.84
18.037863 9.497597 10.22
18.044066 0.841199 11.04
18.050899 8.946695 9.63
18.070775 10.836444 10.43
18.07951 6.756351 11.87
18.079931 10.947398 11.43
18.083181 6.765538 10.83
18.096526 6.302093 11.31
18.101879 3.220022 10.62
18.110821 2.568385 11.25
18.116691 4.350634 11.83
18.122778 8.768889 11.88
18.127646 2.471583 6.66
18.128214 7.442802 9.77
18.129408 5.776008 9.24
18.130234 1.649339 9.72
18.133468 7.487557 11.8
18.138982 5.816373 11.38
18.14083 10.788628 10.45
18.152298 3.32109 12.0
18.160903 0.766073 10.5
18.162725 6.593308 8.28
18.166666 6.658315 9.73
18.172658 8.737695 10.72
18.179225 4.321993 11.44
18.189539 7.43736 11.23
18.190886 10.582295 11.43
18.191605 6.776695 9.12
18.198002 1.910997 11.98
18.216236 9.620533 10.39
18.217859 11.393246 10.21
18.222808 9.530317 11.63
18.225261 10.65719 11.16
18.22792 1.888172 11.53
18.231368 11.339954 11.79
18.236979 7.725662 10.48
18.249962 4.307967 11.93
18.250193 9.585467 11.41
18.253209 4.023623 9.15
18.262783 6.235871 11.83
18.263418 2.929509 9.86
18.263854 6.057299 11.73
18.270992 1.900048 11.94
18.272162 8.943674 11.08
18.274527 3.615671 10.91
18.276158 0.89016 11.78
18.278351 4.421463 11.15
18.279364 6.12442 10.37
18.281012 2.057598 11.8
18.28125 2.419928 11.08
18.284641 4.177009 9.44
18.290381 5.797589 12.0
18.298224 3.467377 11.25
18.29862 3.535703 11.5
18.299119 6.2896 10.09
18.300622 7.699577 11.77
18.305605 11.014986 10.7
18.307263 8.896129 11.61
18.308697 3.852544 11.81
18.313662 4.397686 11.53
18.314741 3.866145 11.9
18.316883 7.615832 11.53
18.319037 2.001744 11.88
18.319452 11.09554 10.17
18.334023 0.703946 11.79
18.334584 11.311384 11.78
18.338232 4.001817 10.42
18.338388 3.993215 10.69
18.338643 0.8764 10.28
18.346568 10.557751 11.44
18.347284 2.766956 11.76
18.354055 10.455012 11.98
18.357461 7.648754 11.3
18.361012 2.11916 10.39
18.364934 2.729225 10.33
18.368157 1.999743 11.96
18.373743 4.102938 11.47
18.380406 2.008709 11.09
18.381475 0.788716 11.34
18.405394 2.137234 11.17
18.405477 4.288301 11.59
18.405509 4.382067 10.92
18.424387 8.974593 7.75
18.433052 2.564395 8.89
18.438685 7.578261 6.43
18.441567 6.962445 9.7
18.443001 6.881062 8.19
18.443723 3.02504 11.81
18.445265 10.813592 8.92
